sim,year,species_code,ess,value,region
27,2015,10262,ess_f,0,E
27,2017,10262,ess_f,58.7046639825651,E
27,2019,10262,ess_f,15.643149747634842,E
27,2005,10262,ess_m,0.9926869289433854,E
27,2013,10262,ess_m,17.09710873259416,E
27,2015,10262,ess_m,NA,E
27,2017,10262,ess_m,12.446993566110704,E
27,2019,10262,ess_m,5.9629500336813805,E
27,2005,10262,ess_t,11.465953854398187,E
27,2013,10262,ess_t,76.1616380550941,E
27,2015,10262,ess_t,0,E
27,2017,10262,ess_t,45.91287683824413,E
27,2019,10262,ess_t,23.855355055458492,E
28,2005,10262,ess_f,52.927671859996,E
28,2009,10262,ess_f,5.619583572907416,E
28,2011,10261,ess_f,3.999903534196131,E
28,2013,10262,ess_f,38.66557294332115,E
28,2015,10262,ess_f,0,E
28,2017,10262,ess_f,124.45425412306723,E
28,2019,10262,ess_f,29.05803949693521,E
28,2005,10262,ess_m,39.17878130314491,E
28,2009,10262,ess_m,NA,E
28,2011,10261,ess_m,NA,E
28,2013,10262,ess_m,8.116817761625722,E
28,2015,10262,ess_m,NA,E
28,2017,10262,ess_m,56.763304033036604,E
28,2019,10262,ess_m,17.149283867788338,E
28,2005,10262,ess_t,130.20951516220873,E
28,2009,10262,ess_t,7.781743355016603,E
28,2011,10261,ess_t,3.999903534196131,E
28,2013,10262,ess_t,15.833027976946651,E
28,2015,10262,ess_t,0,E
28,2017,10262,ess_t,151.63131697200504,E
28,2019,10262,ess_t,24.2919629245492,E
29,2005,10262,ess_f,27.457568806238008,E
29,2011,10261,ess_f,0,E
29,2013,10262,ess_f,40.373230133445595,E
29,2017,10262,ess_f,10.944586383231526,E
29,2019,10262,ess_f,26.189226313940306,E
29,2005,10262,ess_m,213.87372372029665,E
29,2011,10261,ess_m,NA,E
29,2013,10262,ess_m,112.52847125525778,E
29,2017,10262,ess_m,8.99153738373551,E
29,2019,10262,ess_m,5.696484555139974,E
29,2005,10262,ess_t,78.62964735469991,E
29,2011,10261,ess_t,0,E
29,2013,10262,ess_t,88.24714412001536,E
29,2017,10262,ess_t,15.270151176916965,E
29,2019,10262,ess_t,24.982911907274627,E
30,2005,10262,ess_f,54.785513121747215,E
30,2013,10262,ess_f,147.4945356819857,E
30,2015,10262,ess_f,9.87448519031859,E
30,2017,10262,ess_f,69.421172873836,E
30,2019,10262,ess_f,40.15810836271226,E
30,2005,10262,ess_m,107.05455115411682,E
30,2013,10262,ess_m,141.612194957505,E
30,2015,10262,ess_m,2.1762397463438954,E
30,2017,10262,ess_m,125.17987870154202,E
30,2019,10262,ess_m,8.174651121701986,E
30,2005,10262,ess_t,103.2118303937879,E
30,2013,10262,ess_t,207.57422955930656,E
30,2015,10262,ess_t,12.74981770050474,E
30,2017,10262,ess_t,117.67186024041297,E
30,2019,10262,ess_t,32.38875807463379,E
31,2005,10262,ess_f,105.6137477673973,E
31,2011,10261,ess_f,Inf,E
31,2013,10262,ess_f,36.278380188035406,E
31,2015,10262,ess_f,25.882646140443725,E
31,2017,10262,ess_f,325.4939989185479,E
31,2019,10262,ess_f,5.6614860445440245,E
31,2005,10262,ess_m,34.0370933273576,E
31,2011,10261,ess_m,NA,E
31,2013,10262,ess_m,25.965607721084297,E
31,2015,10262,ess_m,1.3520639867176123,E
31,2017,10262,ess_m,182.3906730049674,E
31,2019,10262,ess_m,1.9460219994991255,E
31,2005,10262,ess_t,100.05893564606025,E
31,2011,10261,ess_t,Inf,E
31,2013,10262,ess_t,67.98856526439955,E
31,2015,10262,ess_t,41.48911000312875,E
31,2017,10262,ess_t,900.5462887914427,E
31,2019,10262,ess_t,10.51815879374379,E
32,2005,10262,ess_f,0.9479478075883602,E
32,2009,10262,ess_f,5.341891300272609,E
32,2011,10261,ess_f,25.000000000000014,E
32,2013,10262,ess_f,11.15024728034606,E
32,2015,10262,ess_f,60.98279688023156,E
32,2017,10262,ess_f,30.484998438744068,E
32,2019,10262,ess_f,2.6306550091040646,E
32,2005,10262,ess_m,NA,E
32,2009,10262,ess_m,NA,E
32,2011,10261,ess_m,NA,E
32,2013,10262,ess_m,18.197520885243023,E
32,2015,10262,ess_m,0.39157511895279234,E
32,2017,10262,ess_m,12.021994003694227,E
32,2019,10262,ess_m,17.233722286196137,E
32,2005,10262,ess_t,0.8881740342081461,E
32,2009,10262,ess_t,11.29224039837558,E
32,2011,10261,ess_t,25.000000000000014,E
32,2013,10262,ess_t,15.914420418648868,E
32,2015,10262,ess_t,84.72038740934022,E
32,2017,10262,ess_t,27.580891858077226,E
32,2019,10262,ess_t,16.218751021171474,E
33,2005,10262,ess_f,40.89351193107606,E
33,2011,10261,ess_f,49.999999999999986,E
33,2013,10262,ess_f,3.715104897538399,E
33,2015,10262,ess_f,116.48216023241089,E
33,2017,10262,ess_f,44.0784883112646,E
33,2005,10262,ess_m,172.67077744389331,E
33,2011,10261,ess_m,NA,E
33,2013,10262,ess_m,4.42696902155661,E
33,2015,10262,ess_m,13.411728942352648,E
33,2017,10262,ess_m,11.766803764401798,E
33,2005,10262,ess_t,107.70113197065571,E
33,2011,10261,ess_t,49.999999999999986,E
33,2013,10262,ess_t,6.183863144211574,E
33,2015,10262,ess_t,98.82343874461236,E
33,2017,10262,ess_t,55.17009283156638,E
34,2005,10262,ess_f,23.162628947747887,E
34,2011,10261,ess_f,0,E
34,2013,10262,ess_f,13.238253343729221,E
34,2015,10262,ess_f,6.165244140821788,E
34,2017,10262,ess_f,22.179438230806667,E
34,2019,10262,ess_f,27.437360681025275,E
34,2005,10262,ess_m,3453.223874810816,E
34,2011,10261,ess_m,NA,E
34,2013,10262,ess_m,24.565915724740197,E
34,2015,10262,ess_m,2.0313544708063067,E
34,2017,10262,ess_m,14.325189090029005,E
34,2019,10262,ess_m,11.942642628954928,E
34,2005,10262,ess_t,62.841340377098966,E
34,2011,10261,ess_t,0,E
34,2013,10262,ess_t,45.64367944403043,E
34,2015,10262,ess_t,7.5291557580182324,E
34,2017,10262,ess_t,38.48106370137845,E
34,2019,10262,ess_t,60.2767243548913,E
35,2005,10262,ess_f,29.453118772183586,E
35,2009,10262,ess_f,5.341891300272609,E
35,2013,10262,ess_f,24.067170100479668,E
35,2015,10262,ess_f,0,E
35,2017,10262,ess_f,22.791069399945627,E
35,2019,10262,ess_f,5.0735999482511165,E
35,2005,10262,ess_m,NA,E
35,2009,10262,ess_m,NA,E
35,2013,10262,ess_m,354.23518251047557,E
35,2015,10262,ess_m,NA,E
35,2017,10262,ess_m,11.832221507183187,E
35,2019,10262,ess_m,47.65243619761122,E
35,2005,10262,ess_t,26.78352508879188,E
35,2009,10262,ess_t,2.0313169319151356,E
35,2013,10262,ess_t,60.834061092147635,E
35,2015,10262,ess_t,0,E
35,2017,10262,ess_t,26.89940825121278,E
35,2019,10262,ess_t,27.55443646773421,E
36,2005,10262,ess_f,59.975779128382655,E
36,2011,10261,ess_f,8.333176732612968,E
36,2013,10262,ess_f,90.80679312859563,E
36,2015,10262,ess_f,0,E
36,2017,10262,ess_f,14.999288297244517,E
36,2019,10262,ess_f,39.622451165090624,E
36,2005,10262,ess_m,36.39251266635608,E
36,2011,10261,ess_m,NA,E
