year,age,species_code,males,females,unsexed,region
2015,16,10262,0,6122728.75,0,W
2015,17,10261,315532,462584,0,W
2015,17,10262,1096730.3333333333,3802452.75,0,W
2015,18,10261,114360.75,944583.8,0,W
2015,18,10262,0,3776440.4166666665,0,W
2015,19,10261,82117.5,44404.33333333333,0,W
2015,19,10262,662890,872166.05,0,W
2015,20,10261,0,225906.66666666666,0,W
2015,20,10262,166117.5,0,0,W
2015,21,10261,0,164377.5,0,W
2015,21,10262,0,2428890.75,0,W
2015,22,10261,0,169572.3333333333,0,W
2015,22,10262,0,4469298.1,0,W
2015,23,10262,0,1003126.6666666666,0,W
2015,25,10262,0,270745.8,0,W
2015,26,10262,0,73582.66666666666,0,W
2015,27,10261,0,11003.5,0,W
2015,28,10262,0,391722.5,0,W
2017,2,10261,47756.666666666664,88056.5,0,W
2017,2,10262,41916,43898,0,W
2017,3,10261,1018917.8333333334,1568041.25,0,W
2017,3,10262,1775004.5,1948728.3333333333,0,W
2017,4,10261,2032269.1666666665,2849017.1666666665,0,W
2017,4,10262,1142140.5833333333,1273254.9166666667,0,W
2017,5,10261,4850393.916666666,4847419.083333333,0,W
2017,5,10262,1435165.1666666667,1810403.9666666668,0,W
2017,6,10261,6028763,7102113.25,0,W
2017,6,10262,1832413.8333333333,2815391.183333333,0,W
2017,7,10261,3134299.9166666665,3748922.333333333,0,W
2017,7,10262,1103278.35,4910546.233333333,0,W
2017,8,10261,6471523.666666667,4111886.416666666,0,W
2017,8,10262,750547.25,1274143.8666666667,0,W
2017,9,10261,1440289,1546943,0,W
2017,9,10262,184918.80000000002,2558781.5,0,W
2017,10,10261,2624399,2246838,0,W
2017,10,10262,588355.1333333333,0,0,W
2017,11,10261,1785543.5,3393256.7166666663,0,W
2017,11,10262,0,4169483.5,0,W
2017,12,10261,68077,2608165.583333333,0,W
2017,12,10262,184918.80000000002,4417219.416666667,0,W
2017,13,10261,295799,112460.8,0,W
2017,13,10262,490810,1146633.75,0,W
2017,14,10261,474648,2186477.833333333,0,W
2017,14,10262,1519155,5154050.666666666,0,W
2017,15,10261,0,4011423.1666666665,0,W
2017,15,10262,333762.25,7669600.75,0,W
2017,16,10261,209401.3333333333,489169,0,W
2017,16,10262,1648902.8333333333,699001.75,0,W
2017,17,10261,309027,170717,0,W
2017,17,10262,141842.66666666666,198477.3333333333,0,W
2017,18,10261,139780,965659.3,0,W
2017,18,10262,464679.3333333333,2134949.083333333,0,W
2017,19,10261,71703,395638.6,0,W
2017,19,10262,28044,952417.75,0,W
2017,20,10262,48282.5,1687351.333333333,0,W
2017,21,10262,0,95897.5,0,W
2017,22,10261,0,99299,0,W
2017,22,10262,0,652395.6666666666,0,W
2017,23,10261,11381,0,0,W
2017,23,10262,61243,95897.5,0,W
2017,25,10262,0,252156,0,W
2019,2,10262,0,58758,0,W
2019,3,10262,815289,1099824.3333333333,0,W
2019,4,10262,3601961.7,6162997.115079365,0,W
2019,5,10262,11298549.433333334,12854663.948962148,0,W
2019,6,10262,2294890.2,4298188.789682539,0,W
2019,7,10262,1839965.1666666665,2560446.718803419,0,W
2019,8,10262,272722.8,2649913.9337662337,0,W
2019,9,10262,1296522.6333333333,1429334.3608391609,0,W
2019,10,10262,0,1027044.594017094,0,W
2019,11,10262,0,1581560.0423465422,0,W
2019,12,10262,506496.8,1615955.944055944,0,W
2019,13,10262,0,1009722.9146853148,0,W
2019,14,10262,675302.4666666666,3678573.0793650793,0,W
2019,15,10262,458887.3333333333,3012633.9001554,0,W
2019,16,10262,771233.8,2626754.882905983,0,W
2019,17,10262,402579.6666666666,1806956.6605616605,0,W
2019,18,10262,202696,1151730.611111111,0,W
2019,19,10262,233774,1496950.6862026863,0,W
2019,20,10262,0,593228.246031746,0,W
2019,21,10262,0,995486.6666666666,0,W
2019,22,10262,233774,787469.5714285714,0,W
2019,23,10262,1111893,108625,0,W
2019,24,10262,0,169636,0,W
1996,2,10261,484511.5,519497,0,C
1996,2,10262,216964,501117.5,0,C
1996,3,10261,1212045.5,1243988,0,C
1996,3,10262,3582362,3469669,0,C
1996,4,10261,1934339.8333333333,2063422,0,C
1996,4,10262,3324673.5,1934080.8333333333,0,C
1996,5,10261,1567081,3528223,0,C
1996,5,10262,6056574,3576612.6666666665,0,C
1996,6,10261,2192776.5,4161286.3333333335,0,C
1996,6,10262,2742709.1666666665,4094890.333333333,0,C
1996,7,10261,251355,2495373,0,C
1996,7,10262,1714447.5,3686980.6666666665,0,C
1996,8,10261,1076056,1213382.6666666667,0,C
1996,8,10262,2563807.333333333,3957301.5,0,C
1996,9,10261,434275,982224.5,0,C
