sim,year,species_code,ess,value,in_out
20,2012,30060,ess_f,168.1295846622032,in
20,2016,30060,ess_f,98.91618797334537,in
20,2008,10112,ess_m,462.0025208721077,in
20,2012,10112,ess_m,279.71613886270853,in
20,2016,10112,ess_m,475.3213947914017,in
20,2008,10115,ess_m,175.36695778422106,in
20,2012,10115,ess_m,212.51869811482484,in
20,2016,10115,ess_m,58.67809773379453,in
20,2008,30060,ess_m,148.1697260118928,in
20,2012,30060,ess_m,68.38594684582553,in
20,2016,30060,ess_m,165.35116642856988,in
20,2008,10112,ess_t,742.6083313925338,in
20,2012,10112,ess_t,408.45445964034,in
20,2016,10112,ess_t,757.5606434117108,in
20,2008,10115,ess_t,231.46383535830566,in
20,2012,10115,ess_t,320.0033053880076,in
20,2016,10115,ess_t,101.17547711443662,in
20,2008,30060,ess_t,192.70197368629687,in
20,2012,30060,ess_t,427.14770802773796,in
20,2016,30060,ess_t,249.59801595378622,in
21,2008,10112,ess_f,536.309409562767,in
21,2012,10112,ess_f,514.15909821517,in
21,2016,10112,ess_f,391.15112169523275,in
21,2008,10115,ess_f,132.86762379728398,in
21,2012,10115,ess_f,336.54382637918326,in
21,2016,10115,ess_f,117.5430687817731,in
21,2008,30060,ess_f,728.9754076509498,in
21,2012,30060,ess_f,257.77676478934063,in
21,2016,30060,ess_f,92.19188315511718,in
21,2008,10112,ess_m,464.4040652171827,in
21,2012,10112,ess_m,338.4978441364135,in
21,2016,10112,ess_m,729.3910040272762,in
21,2008,10115,ess_m,313.2284388851301,in
21,2012,10115,ess_m,635.4276193736533,in
21,2016,10115,ess_m,206.8266993448618,in
21,2008,30060,ess_m,136.7714880709681,in
21,2012,30060,ess_m,68.40849656894542,in
21,2016,30060,ess_m,150.70311766898064,in
21,2008,10112,ess_t,645.5182936809506,in
21,2012,10112,ess_t,674.9608511545052,in
21,2016,10112,ess_t,1474.0265504403471,in
21,2008,10115,ess_t,390.59005570176356,in
21,2012,10115,ess_t,818.2738256455115,in
21,2016,10115,ess_t,225.2570423948612,in
21,2008,30060,ess_t,639.7336023875956,in
21,2012,30060,ess_t,309.48725323231076,in
21,2016,30060,ess_t,432.2699633208682,in
22,2008,10112,ess_f,641.3693600493556,in
22,2012,10112,ess_f,485.2589473755517,in
22,2016,10112,ess_f,359.4925835438431,in
